Country,Year,code,Code,GROWTH,TEA,FDI,RGDPPC,LOGRGDPPC,INITIAL,CREDIT,RD,POPULATION,PATENTS,LOGPATENTS,PATENT,LOGPATENT,GCF,UNEMPLOYMENT,TRADE,URBAN,POLSTAB,MOBILE,BROADBAND,TELEPHONE,GOVT,EDUC,INFLATION,RGDPPC2001
Egypt,2023,,,,,,16960.56732,9.738646359,,,,,,,,,,,,,,,,,,,,
El Salvador,2000,,,,,,7526.306008,8.92615963,,,,,,,,,,,,,,,,,,,,
El Salvador,2001,,,,,,7554.961098,8.929959726,,,,,,,,,,,,,,,,,,,,
El Salvador,2002,,,,,,7644.203655,8.941702947,,,,,,,,,,,,,,,,,,,,
El Salvador,2003,,,,,,7743.802856,8.954648171,,,,,,,,,,,,,,,,,,,,
El Salvador,2004,,,,,,7801.277918,8.962042835,,,,,,,,,,,,,,,,,,,,
El Salvador,2005,,,,,,8007.548582,8.988139949,,,,,,,,,,,,,,,,,,,,
El Salvador,2006,,,,,,8359.516936,9.031155922,,,,,,,,,,,,,,,,,,,,
El Salvador,2007,,,,,,8500.31085,9.047858012,,,,,,,,,,,,,,,,,,,,
El Salvador,2008,,,,,,8649.143624,9.065215592,,,,,,,,,,,,,,,,,,,,
El Salvador,2009,,,,,,8434.659501,9.040104627,,,,,,,,,,,,,,,,,,,,
El Salvador,2010,,,,,,8584.162236,9.057674184,,,,,,,,,,,,,,,,,,,,
El Salvador,2011,,,,,,8874.252195,9.090909351,,,,,,,,,,,,,,,,,,,,
El Salvador,2012,503,SLV,2.487925171,15.26,2.011239459,9095.036911,9.115484149,8.929959726,49.2960792,0.033969998,6161289,,,,,17.70954566,3.843,77.64857162,67.187,0.234583974,140.3764699,3.929372571,17.1879618,27.38271,6.36633,1.729734816,7554.961098
El Salvador,2013,,,,,,9256.988225,9.133134029,,,,,,,,,,,,,,,,,,,,
El Salvador,2014,503,SLV,1.338113089,19.48,2.240895136,9380.857201,9.146426424,8.929959726,53.270198,0.093769997,6209526,,,,,16.39721566,4.154,78.10442575,68.874,-0.024590004,148.0522346,5.135899262,15.35983584,27.608332,,1.141344675,7554.961098
El Salvador,2015,,,,,,9572.791073,9.16668009,,,,,,,,,,,,,,,,,,,,
El Salvador,2016,503,SLV,2.220085315,14.26,1.981980316,9785.315202,9.188638092,8.929959726,55.05979801,0.144930005,6250510,4,1.386294361,639.9477803,6.46138658,15.96751412,4.418,72.81909337,70.501,-0.104568757,154.1835626,6.324395929,15.05771529,27.461637,6.71756,0.604049087,7554.961098
El Salvador,2017,,,,,,9979.47653,9.208285916,,,,,,,,,,,,,,,,,,,,
El Salvador,2018,,,,,,10204.45016,9.230579194,,,,,,,,,,,,,,,,,,,,
El Salvador,2019,,,,,,10446.73094,9.25404438,,,,,,,,,,,,,,,,,,,,
El Salvador,2020,,,,,,9603.024832,9.169833414,,,,,,,,,,,,,,,,,,,,
El Salvador,2021,,,,,,10709.75958,9.278910715,,,,,,,,,,,,,,,,,,,,
El Salvador,2022,,,,,,10970.96858,9.303007843,,,,,,,,,,,,,,,,,,,,
El Salvador,2023,,,,,,11305.21686,9.333019567,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2000,,,,,,12081.88765,9.399462722,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2001,,,,,,18798.2489,9.841519001,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2002,,,,,,21419.26561,9.972046058,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2003,,,,,,23309.0625,10.05659751,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2004,,,,,,30738.6589,10.33327639,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2005,,,,,,34294.55038,10.44274174,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2006,,,,,,35276.86956,10.47098277,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2007,,,,,,38807.88822,10.56637881,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2008,,,,,,43594.5981,10.68268852,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2009,,,,,,42118.07623,10.64823229,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2010,,,,,,36577.68411,10.50719361,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2011,,,,,,37259.70911,10.52566784,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2012,,,,,,38698.73874,10.56356229,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2013,,,,,,35598.94889,10.48007139,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2014,,,,,,34332.44248,10.44384603,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2015,,,,,,30004.94624,10.30911752,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2016,,,,,,26343.49203,10.17897654,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2017,,,,,,23963.70066,10.08429549,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2018,,,,,,21700.36622,9.985084416,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2019,,,,,,19838.02842,9.895356002,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2020,,,,,,18378.49936,9.818936747,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2021,,,,,,18100.91393,9.803717709,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2022,,,,,,18320.24345,9.815761927,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,2023,,,,,,16876.86777,9.733699192,,,,,,,,,,,,,,,,,,,,
Eritrea,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,2000,,,,,,20661.86562,9.93604504,,,,,,,,,,,,,,,,,,,,
Estonia,2001,,,,,,22042.29179,10.00071824,,,,,,,,,,,,,,,,,,,,
Estonia,2002,,,,,,23684.40736,10.07257219,,,,,,,,,,,,,,,,,,,,
Estonia,2003,,,,,,25644.93445,10.15210134,,,,,,,,,,,,,,,,,,,,
Estonia,2004,,,,,,27554.05015,10.22390481,,,,,,,,,,,,,,,,,,,,
Estonia,2005,,,,,,30352.16251,10.32062305,,,,,,,,,,,,,,,,,,,,
Estonia,2006,,,,,,33513.25957,10.41969645,,,,,,,,,,,,,,,,,,,,
Estonia,2007,,,,,,36218.12324,10.49731491,,,,,,,,,,,,,,,,,,,,
Estonia,2008,,,,,,34451.66159,10.44731251,,,,,,,,,,,,,,,,,,,,
Estonia,2009,,,,,,29468.46013,10.29107582,,,,,,,,,,,,,,,,,,,,
Estonia,2010,,,,,,30257.67383,10.31750511,,,,,,,,,,,,,,,,,,,,
Estonia,2011,,,,,,32553.99274,10.3906553,,,,,,,,,,,,,,,,,,,,
Estonia,2012,372,EST,3.59836216,14.26,7.76458523,33725.4033,10.42600664,10.00071824,72.92086783,2.12480998,1322696,20,2.995732274,15120.63241,9.623815475,29.35618325,10.021,170.7599264,67.974,0.636465192,151.1890235,26.42411403,33.88660313,39.24553,13.44874,3.933399873,22042.29179
Estonia,2013,372,EST,1.820154161,13.11,4.371527666,34339.25763,10.44404452,10.00071824,69.48416311,1.724120021,1317997,25,3.218875825,18968.17671,9.850517944,27.22841105,8.631,166.4528345,68.122,0.748215437,146.2404646,27.38641347,32.35931902,38.424114,13.53935,2.78056659,22042.29179
Estonia,2014,372,EST,3.281874814,9.43,6.689355477,35466.22908,10.47633623,10.00071824,67.27278513,1.430230021,1314545,44,3.784189634,33471.65749,10.41845431,27.15072147,7.352,160.2414747,68.269,0.780257881,144.352489,28.22378561,30.9837158,37.76443,13.44295,-0.106175147,22042.29179
Estonia,2015,372,EST,1.786274694,13.14,-3.125562736,36099.75335,10.49404131,10.00071824,68.96781705,1.46776998,1315407,30,3.401197382,22806.62943,10.03480654,25.09424245,6.412,150.9371897,68.416,0.613857269,144.7940413,29.68645053,29.48350787,39.52476,13.48861,-0.492326007,22042.29179
Estonia,2016,372,EST,3.125538305,16.16,3.845672837,37228.06497,10.52481819,10.00071824,69.79981065,1.243059993,1315790,29,3.36729583,22039.99118,10.00061386,25.20332299,6.882,150.4086967,68.563,0.662796259,144.227031,31.49705987,28.16184193,39.397366,13.51035,0.148684908,22042.29179
Estonia,2017,372,EST,5.664039082,19.38,6.446852166,39336.67712,10.57991262,10.00071824,64.1321119,1.276849985,1317384,37,3.610917913,28085.96431,10.24302524,26.46330934,5.807,147.5637224,68.717,0.642369628,144.5430113,32.51894237,27.48413911,39.236156,13.55548,3.417235495,22042.29179
Estonia,2018,,,,,,40683.4151,10.6135758,,,,,,,,,,,,,,,,,,,,
Estonia,2019,,,,,,42167.4907,10.64940484,,,,,,,,,,,,,,,,,,,,
Estonia,2020,,,,,,41677.9812,10.63772824,,,,,,,,,,,,,,,,,,,,
Estonia,2021,,,,,,44651.99922,10.70665436,,,,,,,,,,,,,,,,,,,,
Estonia,2022,,,,,,43856.05883,10.68866816,,,,,,,,,,,,,,,,,,,,
Estonia,2023,,,,,,41997.77437,10.6453719,,,,,,,,,,,,,,,,,,,,
Eswatini,2000,,,,,,6111.850839,8.717984926,,,,,,,,,,,,,,,,,,,,
Eswatini,2001,,,,,,6111.670723,8.717955456,,,,,,,,,,,,,,,,,,,,
Eswatini,2002,,,,,,6322.222471,8.751826082,,,,,,,,,,,,,,,,,,,,
Eswatini,2003,,,,,,6517.989997,8.782321325,,,,,,,,,,,,,,,,,,,,
Eswatini,2004,,,,,,6710.043544,8.811360719,,,,,,,,,,,,,,,,,,,,
Eswatini,2005,,,,,,7071.941163,8.863890285,,,,,,,,,,,,,,,,,,,,
Eswatini,2006,,,,,,7455.023573,8.916643389,,,,,,,,,,,,,,,,,,,,
Eswatini,2007,,,,,,7740.627235,8.954238001,,,,,,,,,,,,,,,,,,,,
Eswatini,2008,,,,,,7762.253168,8.957027928,,,,,,,,,,,,,,,,,,,,
Eswatini,2009,,,,,,7847.61847,8.967965385,,,,,,,,,,,,,,,,,,,,
Eswatini,2010,,,,,,8108.059147,9.000613802,,,,,,,,,,,,,,,,,,,,
Eswatini,2011,,,,,,8249.383447,9.017893743,,,,,,,,,,,,,,,,,,,,
Eswatini,2012,,,,,,8647.064516,9.06497518,,,,,,,,,,,,,,,,,,,,
Eswatini,2013,,,,,,8925.734722,9.096693925,,,,,,,,,,,,,,,,,,,,
Eswatini,2014,,,,,,8947.763656,9.099158909,,,,,,,,,,,,,,,,,,,,
Eswatini,2015,,,,,,9081.967369,9.114046119,,,,,,,,,,,,,,,,,,,,
Eswatini,2016,,,,,,9109.481532,9.117071077,,,,,,,,,,,,,,,,,,,,
Eswatini,2017,,,,,,9222.525387,9.129404182,,,,,,,,,,,,,,,,,,,,
Eswatini,2018,,,,,,9368.490992,9.145107316,,,,,,,,,,,,,,,,,,,,
Eswatini,2019,,,,,,9545.154886,9.163788963,,,,,,,,,,,,,,,,,,,,
Eswatini,2020,,,,,,9308.406438,9.138673189,,,,,,,,,,,,,,,,,,,,
Eswatini,2021,,,,,,10202.50961,9.230389009,,,,,,,,,,,,,,,,,,,,
Eswatini,2022,,,,,,10170.87026,9.227283057,,,,,,,,,,,,,,,,,,,,
Eswatini,2023,,,,,,10582.77728,9.266983174,,,,,,,,,,,,,,,,,,,,
Ethiopia,2000,,,,,,814.8595794,6.703015803,,,,,,,,,,,,,,,,,,,,
Ethiopia,2001,,,,,,857.0961642,6.753550123,,,,,,,,,,,,,,,,,,,,
Ethiopia,2002,,,,,,844.9302726,6.739254106,,,,,,,,,,,,,,,,,,,,
Ethiopia,2003,,,,,,802.9917478,6.688344437,,,,,,,,,,,,,,,,,,,,
Ethiopia,2004,,,,,,886.1554782,6.786892419,,,,,,,,,,,,,,,,,,,,
Ethiopia,2005,,,,,,963.1463778,6.870205402,,,,,,,,,,,,,,,,,,,,
Ethiopia,2006,,,,,,1037.747802,6.944808069,,,,,,,,,,,,,,,,,,,,
Ethiopia,2007,,,,,,1124.117809,7.024753837,,,,,,,,,,,,,,,,,,,,
Ethiopia,2008,,,,,,1210.538413,7.098820509,,,,,,,,,,,,,,,,,,,,
Ethiopia,2009,,,,,,1280.683713,7.155149365,,,,,,,,,,,,,,,,,,,,
Ethiopia,2010,,,,,,1401.322498,7.245171711,,,,,,,,,,,,,,,,,,,,
Ethiopia,2011,,,,,,1514.1867,7.322633742,,,,,,,,,,,,,,,,,,,,
Ethiopia,2012,251,ETH,5.618653919,14.73,0.643172898,1599.26361,7.377298559,6.753550123,,,94451280,,,,,37.09796197,2.255,45.39790418,18.16,-1.564271331,21.72960388,0.009036405,0.844351712,16.648241,,23.60041768,857.0961642
Ethiopia,2013,,,,,,1720.537352,7.450391935,,,,,,,,,,,,,,,,,,,,
Ethiopia,2014,,,,,,1846.38683,7.520985943,,,,,,,,,,,,,,,,,,,,
Ethiopia,2015,,,,,,1984.066266,7.592903687,,,,,,,,,,,,,,,,,,,,
Ethiopia,2016,,,,,,2113.05461,7.655889862,,,,,,,,,,,,,,,,,,,,
Ethiopia,2017,,,,,,2252.99776,7.720016946,,,,,,,,,,,,,,,,,,,,
Ethiopia,2018,,,,,,2343.082529,7.759222662,,,,,,,,,,,,,,,,,,,,
Ethiopia,2019,,,,,,2472.50997,7.812989096,,,,,,,,,,,,,,,,,,,,
Ethiopia,2020,,,,,,2553.629263,7.845270867,,,,,,,,,,,,,,,,,,,,
Ethiopia,2021,,,,,,2628.343464,7.874109065,,,,,,,,,,,,,,,,,,,,
Ethiopia,2022,,,,,,2698.718988,7.900532491,,,,,,,,,,,,,,,,,,,,
Ethiopia,2023,,,,,,2802.597609,7.938301984,,,,,,,,,,,,,,,,,,,,
Euro area,2000,,,,,,45885.6524,10.73390776,,,,,,,,,,,,,,,,,,,,
Euro area,2001,,,,,,46758.77282,10.75275717,,,,,,,,,,,,,,,,,,,,
Euro area,2002,,,,,,47005.40284,10.75801783,,,,,,,,,,,,,,,,,,,,
Euro area,2003,,,,,,47121.73228,10.76048958,,,,,,,,,,,,,,,,,,,,
Euro area,2004,,,,,,47956.18076,10.77804297,,,,,,,,,,,,,,,,,,,,
Euro area,2005,,,,,,48539.05833,10.79012408,,,,,,,,,,,,,,,,,,,,
Euro area,2006,,,,,,49897.24607,10.81772109,,,,,,,,,,,,,,,,,,,,
Euro area,2007,,,,,,51153.30885,10.84258246,,,,,,,,,,,,,,,,,,,,
Euro area,2008,,,,,,51128.32939,10.84209401,,,,,,,,,,,,,,,,,,,,
Euro area,2009,,,,,,48629.70319,10.7919898,,,,,,,,,,,,,,,,,,,,
Euro area,2010,,,,,,49529.31203,10.81031994,,,,,,,,,,,,,,,,,,,,
Euro area,2011,,,,,,50433.76248,10.82841612,,,,,,,,,,,,,,,,,,,,
Euro area,2012,,,,,,49856.69266,10.81690802,,,,,,,,,,,,,,,,,,,,
Euro area,2013,,,,,,49561.4233,10.81096805,,,,,,,,,,,,,,,,,,,,
Euro area,2014,,,,,,50073.88015,10.8212548,,,,,,,,,,,,,,,,,,,,
Euro area,2015,,,,,,50938.50035,10.83837431,,,,,,,,,,,,,,,,,,,,
Euro area,2016,,,,,,51749.6374,10.8541727,,,,,,,,,,,,,,,,,,,,
Euro area,2017,,,,,,52998.36364,10.87801632,,,,,,,,,,,,,,,,,,,,
Euro area,2018,,,,,,53827.41154,10.89353812,,,,,,,,,,,,,,,,,,,,
Euro area,2019,,,,,,54629.19358,10.9083237,,,,,,,,,,,,,,,,,,,,
Euro area,2020,,,,,,51138.70073,10.84229684,,,,,,,,,,,,,,,,,,,,
Euro area,2021,,,,,,54208.13008,10.90058618,,,,,,,,,,,,,,,,,,,,
Euro area,2022,,,,,,55864.64526,10.930687,,,,,,,,,,,,,,,,,,,,
Euro area,2023,,,,,,55834.67779,10.93015042,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2000,,,,,,30236.48206,10.31680449,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2001,,,,,,30974.47595,10.34091879,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2002,,,,,,31570.51316,10.35997884,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2003,,,,,,32292.34541,10.3825855,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2004,,,,,,33475.24931,10.41856162,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2005,,,,,,34460.77672,10.44757705,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2006,,,,,,35936.70606,10.48951451,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2007,,,,,,37406.05474,10.52958786,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2008,,,,,,37877.37791,10.54210932,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2009,,,,,,35894.31242,10.48833413,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2010,,,,,,36788.05506,10.51292848,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2011,,,,,,37726.91995,10.53812918,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2012,,,,,,37862.54963,10.54171777,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2013,,,,,,38092.57414,10.54777464,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2014,,,,,,38544.14244,10.55955942,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2015,,,,,,38971.61547,10.57058885,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2016,,,,,,39490.12303,10.58380587,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2017,,,,,,40526.30256,10.60970649,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2018,,,,,,41345.56345,10.6297204,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2019,,,,,,42028.19154,10.6460959,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2020,,,,,,39873.69536,10.59347212,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2021,,,,,,42412.40386,10.65519614,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2022,,,,,,43538.86203,10.6814092,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,2023,,,,,,44035.59088,10.69275347,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2000,,,,,,10300.31139,9.239929406,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2001,,,,,,10455.11579,9.254846687,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2002,,,,,,11068.51256,9.31185965,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2003,,,,,,11815.94079,9.377204813,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2004,,,,,,12935.00312,9.467692336,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2005,,,,,,13846.37081,9.535778442,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2006,,,,,,14928.81455,9.611048487,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2007,,,,,,15988.55402,9.679628371,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2008,,,,,,16383.20463,9.704011981,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2009,,,,,,15427.93135,9.64393487,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2010,,,,,,16264.21299,9.696722451,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2011,,,,,,17336.3773,9.760562307,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2012,,,,,,17754.92923,9.784418459,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2013,,,,,,18552.09034,9.828337748,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2014,,,,,,18656.37711,9.833943303,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2015,,,,,,18794.4974,9.841319414,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2016,,,,,,19081.37161,9.85646783,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2017,,,,,,19899.70542,9.898460208,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2018,,,,,,20418.93443,9.924217908,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2019,,,,,,20726.72297,9.939179111,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2020,,,,,,20468.79697,9.926656907,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2021,,,,,,21984.61969,9.998098383,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2022,,,,,,22306.13601,10.01261708,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),2023,,,,,,23270.07806,10.05492361,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2000,,,,,,14820.37825,9.603758421,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2001,,,,,,15359.79929,9.63950894,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2002,,,,,,16145.86071,9.689418993,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2003,,,,,,17199.95827,9.752662237,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2004,,,,,,18569.40594,9.829270664,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2005,,,,,,19742.87559,9.890547976,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2006,,,,,,21295.56002,9.96625388,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2007,,,,,,22958.60073,10.0414479,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2008,,,,,,23949.54374,10.08370455,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2009,,,,,,22511.90871,10.02179972,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2010,,,,,,23407.35908,10.06080574,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2011,,,,,,24565.79231,10.1091102,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2012,,,,,,25249.90323,10.1365776,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2013,,,,,,25838.3145,10.15961373,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2014,,,,,,26079.30342,10.16889731,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2015,,,,,,26042.92772,10.16750152,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2016,,,,,,26308.53785,10.1776488,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2017,,,,,,27181.11367,10.21027766,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2018,,,,,,28031.51833,10.24108481,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2019,,,,,,28648.48491,10.26285584,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2020,,,,,,28020.81404,10.24070287,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2021,,,,,,29894.9876,10.30544611,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2022,,,,,,30294.62307,10.31872552,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),2023,,,,,,31343.30128,10.35275585,,,,,,,,,,,,,,,,,,,,
European Union,2000,,,,,,40455.27859,10.60795241,,,,,,,,,,,,,,,,,,,,
European Union,2001,,,,,,41314.00018,10.62895671,,,,,,,,,,,,,,,,,,,,
European Union,2002,,,,,,41737.25611,10.63914944,,,,,,,,,,,,,,,,,,,,
European Union,2003,,,,,,42039.45387,10.64636383,,,,,,,,,,,,,,,,,,,,
European Union,2004,,,,,,43043.71263,10.66997145,,,,,,,,,,,,,,,,,,,,
European Union,2005,,,,,,43783.22753,10.68700609,,,,,,,,,,,,,,,,,,,,
European Union,2006,,,,,,45237.3872,10.71967917,,,,,,,,,,,,,,,,,,,,
European Union,2007,,,,,,46588.35296,10.74910585,,,,,,,,,,,,,,,,,,,,
European Union,2008,,,,,,46852.29319,10.75475523,,,,,,,,,,,,,,,,,,,,
European Union,2009,,,,,,44744.02728,10.70871325,,,,,,,,,,,,,,,,,,,,
European Union,2010,,,,,,45597.69775,10.72761251,,,,,,,,,,,,,,,,,,,,
European Union,2011,,,,,,46547.97964,10.74823888,,,,,,,,,,,,,,,,,,,,
European Union,2012,,,,,,46160.65105,10.73988301,,,,,,,,,,,,,,,,,,,,
European Union,2013,,,,,,46003.71162,10.73647736,,,,,,,,,,,,,,,,,,,,
European Union,2014,,,,,,46657.57654,10.75059061,,,,,,,,,,,,,,,,,,,,
European Union,2015,,,,,,47656.08871,10.77176568,,,,,,,,,,,,,,,,,,,,
European Union,2016,,,,,,48517.04517,10.78967046,,,,,,,,,,,,,,,,,,,,
European Union,2017,,,,,,49894.31869,10.81766242,,,,,,,,,,,,,,,,,,,,
European Union,2018,,,,,,50933.55722,10.83827726,,,,,,,,,,,,,,,,,,,,
European Union,2019,,,,,,51884.55813,10.85677649,,,,,,,,,,,,,,,,,,,,
European Union,2020,,,,,,48901.39373,10.79756118,,,,,,,,,,,,,,,,,,,,
European Union,2021,,,,,,51916.83145,10.85739832,,,,,,,,,,,,,,,,,,,,
European Union,2022,,,,,,53758.88223,10.89226418,,,,,,,,,,,,,,,,,,,,
European Union,2023,,,,,,53789.10106,10.89282614,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
